ProductID,ProductName,SupplierID,Category,Price,CreationDate,LastUpdated
205,Samsung SGH-800,930,Samsung,$42006.32,5/1/2023,9/26/2024
549,Ericsson A3618,429,Ericsson,$63072.72,8/22/2023,5/7/2024
490,alcatel Net,50,alcatel,$45654.58,6/13/2023,4/9/2024
279,Posh Icon HD X551,501,Posh,$41022.21,5/13/2023,10/2/2024
408,Sagem MC 3000,833,Sagem,$37619.27,5/13/2023,3/11/2024
455,Vodafone Tab Prime 7,18,Vodafone,$67134.29,6/30/2023,8/26/2024
515,Samsung SCH-B100,502,Samsung,$32723.86,6/11/2023,8/3/2024
560,Samsung C400,8,Samsung,$50646.35,5/23/2023,1/17/2024
263,Philips Xenium,275,Philips,$22608.27,2/23/2023,2/8/2024
261,alcatel Pop 10,89,alcatel,$61278.90,2/12/2023,2/10/2024
527,Motorola DROID Maxx,640,Motorola,$55372.65,4/2/2023,4/7/2024
492,vivo Y22,973,vivo,$17862.08,1/5/2023,6/7/2024
382,BlackBerry DTEK60,250,BlackBerry,$55936.24,1/6/2023,9/30/2024
431,Samsung Galaxy S Duos 3,910,Samsung,$38526.09,5/8/2023,9/8/2024
287,Sony Ericsson Z300,820,Sony,$24810.94,2/21/2023,3/9/2024
373,Yezz Liv 2 LTE,386,Yezz,$47902.20,1/27/2023,1/4/2024
584,BLU Studio Selfie LTE,163,BLU,$12363.48,6/17/2023,10/1/2024
254,Oppo F15,975,Oppo,$62302.62,1/9/2023,3/18/2024
380,HTC One ME,573,HTC,$13943.85,8/19/2023,6/9/2024
233,LG GB106,587,LG,$49699.93,6/4/2023,7/19/2024
318,Nokia N75,15,Nokia,$47843.80,3/10/2023,2/9/2024
348,vivo X50 5G,948,vivo,$37828.62,8/31/2023,11/9/2024
559,ZTE S213,519,ZTE,$30271.88,9/5/2023,6/14/2024
468,Toshiba TS808,77,Toshiba,$60753.16,1/28/2023,11/18/2024
406,Bird S663,921,Bird,$47516.72,6/27/2023,3/15/2024
557,Lava Iris X5,194,Lava,$32512.05,9/13/2023,5/11/2024
249,Sony Ericsson Z525,701,Sony,$19138.39,10/6/2023,9/1/2024
313,ZTE Blade D6,67,ZTE,$24702.11,9/9/2023,4/21/2024
578,Sagem my301X,824,Sagem,$42793.68,9/6/2023,12/16/2024
570,Realme Narzo,990,Realme,$41469.69,10/1/2023,7/15/2024
443,Spice M-5180,117,Spice,$38808.70,10/5/2023,12/13/2024
363,Telit Estremo,172,Telit,$14485.38,3/18/2023,7/11/2024
415,Asus Z801,630,Asus,$40587.57,4/21/2023,9/21/2024
411,LG Apex,262,LG,$26642.76,3/2/2023,5/11/2024
473,BLU Tank Xtreme 5.0,495,BLU,$42905.09,8/9/2023,10/25/2024
551,Sony Xperia X,517,Sony,$20748.28,10/2/2023,12/4/2024
436,XOLO Play 8X-1200,948,XOLO,$55784.75,7/2/2023,7/4/2024
372,alcatel OT-363,518,alcatel,$29249.41,10/6/2023,1/7/2024
315,Gionee Marathon M5,504,Gionee,$12781.71,2/2/2023,3/4/2024
372,Motorola RAZR V MT887,751,Motorola,$36412.54,9/24/2023,9/19/2024
512,Prestigio MultiPhone 5451 Duo,834,Prestigio,$27967.99,2/27/2023,7/21/2024
551,Nokia 7510 Supernova,100,Nokia,$48258.34,5/23/2023,8/23/2024
209,Huawei T330,320,Huawei,$41790.96,8/12/2023,8/10/2024
551,Sony Xperia XZ Premium,130,Sony,$57776.33,5/17/2023,1/27/2024
498,Huawei P9 lite mini,367,Huawei,$57965.58,2/10/2023,3/15/2024
351,Honor 9X Pro,347,Honor,$34255.90,7/27/2023,8/2/2024
416,Philips W930,920,Philips,$24791.40,7/25/2023,2/16/2024
331,HTC Rhyme,102,HTC,$31491.27,2/14/2023,5/12/2024
514,HTC Windows Phone 8X,821,HTC,$14112.43,3/11/2023,9/5/2024
434,NIU Tek 5D,711,NIU,$58096.47,4/30/2023,7/26/2024
291,Motorola One Vision Plus,943,Motorola,$69890.38,3/10/2023,4/23/2024
529,Philips X223,522,Philips,$40877.57,1/6/2023,3/19/2024
375,Plum Velocity,59,Plum,$62618.85,7/12/2023,11/17/2024
378,Philips 292,956,Philips,$58995.94,1/25/2023,11/30/2024
283,Philips Xenium 9@9s,694,Philips,$35588.45,9/4/2023,3/3/2024
545,Yezz Liv 2 LTE,144,Yezz,$15271.18,3/22/2023,10/27/2024
356,Mitsubishi Trium Mars,426,Mitsubishi,$31383.18,4/8/2023,4/24/2024
374,Honor 9A,656,Honor,$62110.39,5/12/2023,10/20/2024
394,Allview P10 Life,522,Allview,$43897.72,2/21/2023,4/6/2024
420,LG KF600,70,LG,$54158.48,5/19/2023,6/25/2024
374,Sagem MY C2-2,221,Sagem,$43109.89,4/18/2023,6/24/2024
407,BlackBerry Pearl 8100,858,BlackBerry,$36170.34,3/11/2023,2/2/2024
416,Plum Optimax 7.0,656,Plum,$65792.37,2/3/2023,2/21/2024
261,HTC DROID Incredible 4G LTE,177,HTC,$59196.42,3/13/2023,6/8/2024
325,Siemens SL10,975,Siemens,$41311.88,8/18/2023,9/19/2024
547,Innostream INNO 110,829,Innostream,$27568.41,4/23/2023,6/13/2024
524,Meizu M5,250,Meizu,$69085.13,8/21/2023,3/22/2024
464,Nokia 101,925,Nokia,$31380.23,10/11/2023,2/26/2024
495,alcatel 1S (2020),244,alcatel,$49748.78,7/10/2023,9/27/2024
436,Asus Zenfone Pegasus 3,221,Asus,$57426.00,4/8/2023,5/23/2024
308,Xiaomi Redmi Note Prime,282,Xiaomi,$59615.49,4/29/2023,5/18/2024
353,MWg Zinc II,282,MWg,$29312.70,6/3/2023,9/25/2024
387,vivo Y83 Pro,916,vivo,$43600.37,1/26/2023,10/15/2024
281,Sonim XP7,510,Sonim,$11085.75,1/30/2023,2/18/2024
329,Gionee Elife S5.1,64,Gionee,$63986.43,1/18/2023,1/20/2024
297,Allview X3 Soul mini,569,Allview,$45390.23,8/10/2023,12/12/2024
395,Nokia 1200,396,Nokia,$55119.48,8/4/2023,10/31/2024
340,Honor Pad X6,26,Honor,$48418.71,1/29/2023,5/22/2024
591,XOLO A500L,853,XOLO,$35947.08,8/28/2023,3/13/2024
406,Posh Kick X511,31,Posh,$39484.52,3/1/2023,7/31/2024
318,Nokia Lumia 610 NFC,292,Nokia,$23208.16,1/26/2023,12/19/2024
432,Allview Soul X5 Style,755,Allview,$18580.62,1/20/2023,5/1/2024
542,verykool i127,857,verykool,$28454.78,6/19/2023,6/11/2024
424,Parla Sonic 3.5,419,Parla,$51634.00,6/11/2023,8/24/2024
461,Nokia 800 Tough,456,Nokia,$57365.79,8/9/2023,8/5/2024
516,alcatel OT-203,537,alcatel,$15000.05,1/7/2023,1/8/2024
380,Samsung M300,665,Samsung,$25307.73,2/1/2023,10/11/2024
404,NIU Tek 5D,20,NIU,$67614.67,2/24/2023,6/30/2024
417,Motorola One Vision Plus,902,Motorola,$29947.87,9/29/2023,3/11/2024
448,Amoi A310,69,Amoi,$25122.22,1/12/2023,12/8/2024
366,alcatel OT-223,772,alcatel,$30214.24,5/8/2023,4/2/2024
207,verykool s732,985,verykool,$45209.06,8/23/2023,8/8/2024
422,Micromax Canvas Selfie Lens Q345,545,Micromax,$63042.96,5/21/2023,5/8/2024
260,HTC Butterfly,967,HTC,$53239.80,7/15/2023,12/23/2024
225,Sony Ericsson W980,775,Sony,$31110.60,9/23/2023,9/15/2024
381,alcatel OT-988 Shockwave,804,alcatel,$25421.72,3/31/2023,1/30/2024
341,Samsung X700,995,Samsung,$41696.17,5/6/2023,5/31/2024
496,ZTE Axon 20 5G,525,ZTE,$16392.81,1/12/2023,3/26/2024
538,Chea 228,134,Chea,$68553.15,1/12/2023,11/20/2024
314,Samsung P705,205,Samsung,$65848.45,9/11/2023,5/30/2024
273,vivo Y20,751,vivo,$39007.72,3/13/2023,8/29/2024
489,NIU GO 21,223,NIU,$15412.64,6/1/2023,10/26/2024
370,Prestigio MultiPad 10.1 Ultimate,453,Prestigio,$17151.98,3/7/2023,7/30/2024
521,Acer Liquid E3,254,Acer,$54234.09,10/11/2023,1/3/2024
594,vivo Y15 (2013),188,vivo,$25855.05,1/18/2023,4/17/2024
420,Apple iPhone XR,277,Apple,$15261.90,6/23/2023,2/11/2024
342,Oppo F7,367,Oppo,$21396.52,2/22/2023,11/17/2024
378,Samsung Galaxy Tab Pro 8.4,552,Samsung,$42593.37,9/24/2023,2/27/2024
362,alcatel CareTime,192,alcatel,$21687.07,5/29/2023,2/13/2024
493,Allview Soul X5 Pro,258,Allview,$63657.56,5/19/2023,9/27/2024
372,QMobile M350 Pro,446,QMobile,$59070.42,8/18/2023,8/12/2024
247,BQ Aquaris M5.5,443,BQ,$61855.46,5/1/2023,6/7/2024
343,Qtek 8600,404,Qtek,$26507.97,9/21/2023,10/6/2024
300,Micromax A310 Canvas Nitro,544,Micromax,$40507.90,6/27/2023,2/11/2024
242,Sony Xperia X Ultra,70,Sony,$35808.32,6/15/2023,9/19/2024
300,Spice M-6700,934,Spice,$38458.79,9/30/2023,1/4/2024
262,ZTE Kis III V790,234,ZTE,$32034.99,2/9/2023,3/31/2024
442,Bird D615,342,Bird,$58192.83,3/24/2023,11/20/2024
330,Micromax X640,910,Micromax,$61029.09,9/28/2023,2/23/2024
552,NIU GO 50,793,NIU,$18555.77,3/16/2023,3/6/2024
204,Samsung Galaxy J7 Pro,606,Samsung,$33201.69,1/30/2023,1/13/2024
269,Ulefone Armor X3,514,Ulefone,$62791.80,1/14/2023,10/10/2024
379,Lava A79,110,Lava,$27806.67,8/11/2023,10/24/2024
255,HTC HD7,361,HTC,$69719.26,1/20/2023,7/15/2024
492,Motorola A1260,497,Motorola,$56853.63,7/23/2023,5/29/2024
255,Samsung Galaxy Star Pro S7260,917,Samsung,$54374.43,1/13/2023,8/20/2024
247,Acer Liquid M220,67,Acer,$43914.29,2/8/2023,5/31/2024
309,Icemobile Rainbow,358,Icemobile,$67650.35,5/15/2023,11/3/2024
594,NEC 804N,662,NEC,$38493.38,7/31/2023,12/10/2024
242,Wiko Tommy3 Plus,98,Wiko,$10771.17,6/20/2023,4/22/2024
220,LG KU990 Viewty,60,LG,$11984.05,6/9/2023,4/5/2024
552,verykool i133,521,verykool,$17213.01,9/2/2023,12/8/2024
273,Asus PadFone Infinity 2,772,Asus,$47899.67,1/22/2023,3/30/2024
237,Siemens A36,566,Siemens,$44634.92,3/19/2023,1/5/2024
563,Yezz Andy 5E2I,923,Yezz,$18852.62,5/4/2023,8/26/2024
258,Haier M306,216,Haier,$16916.30,9/11/2023,2/24/2024
517,Haier P6,167,Haier,$65093.12,1/13/2023,3/22/2024
506,HTC Wildfire R70,473,HTC,$14771.28,9/1/2023,12/7/2024
550,Spice Mi-720,380,Spice,$17785.75,4/8/2023,8/4/2024
477,Samsung Galaxy J1 Ace,660,Samsung,$56858.53,8/4/2023,8/5/2024
274,alcatel OT-508A,533,alcatel,$58345.36,5/15/2023,5/19/2024
325,Philips Xenium 9@9u,847,Philips,$42765.84,1/2/2023,5/18/2024
325,Maxwest Nitro 5.5,147,Maxwest,$42193.27,2/22/2023,7/1/2024
571,Plum Signal,564,Plum,$58343.55,2/28/2023,12/2/2024
266,Huawei Y5II,802,Huawei,$29066.90,6/25/2023,8/20/2024
534,Celkon C297,769,Celkon,$67058.50,10/3/2023,12/11/2024
597,Xiaomi Redmi Note 5 AI Dual Camera,459,Xiaomi,$14647.89,5/22/2023,8/26/2024
587,NIU Niutek 3.5B,457,NIU,$44382.97,5/14/2023,7/5/2024
413,Samsung X640,149,Samsung,$55982.51,1/14/2023,4/1/2024
575,Infinix Hot 7,931,Infinix,$28661.57,1/5/2023,9/5/2024
277,LG KP100,206,LG,$26006.17,8/12/2023,4/22/2024
477,Nokia C3,763,Nokia,$67933.98,8/6/2023,5/28/2024
409,Samsung E2550 Monte Slider,915,Samsung,$58234.60,2/15/2023,5/27/2024
204,Samsung T939 Behold 2,959,Samsung,$26703.32,6/25/2023,8/24/2024
413,Apple iPad Wi-Fi,345,Apple,$32478.57,2/2/2023,1/26/2024
295,VK Mobile VK4100,379,VK,$47833.65,2/4/2023,9/24/2024
261,Samsung Galaxy S21+ 5G,894,Samsung,$19728.13,6/7/2023,9/30/2024
484,Oppo R815T Clover,221,Oppo,$45765.67,2/13/2023,4/2/2024
379,LG U400,133,LG,$37589.13,9/19/2023,10/6/2024
309,BLU Studio One Plus,9,BLU,$15512.65,2/3/2023,11/29/2024
345,Gionee F5,970,Gionee,$60044.82,8/22/2023,7/4/2024
439,Gionee A1 Lite,300,Gionee,$66606.97,1/24/2023,3/17/2024
512,Lava Z6,496,Lava,$19198.97,9/7/2023,1/19/2024
590,Huawei T211,586,Huawei,$49782.47,5/21/2023,7/10/2024
263,Gionee Elife E7,413,Gionee,$22696.56,5/22/2023,9/30/2024
571,BLU Life One XL,721,BLU,$69268.64,8/30/2023,8/15/2024
232,Samsung B2100 Xplorer,907,Samsung,$25021.62,4/21/2023,8/10/2024
522,Vodafone Smart ultra 6,970,Vodafone,$33274.91,8/29/2023,4/26/2024
314,Nokia 215 Dual SIM,181,Nokia,$57263.08,2/6/2023,6/15/2024
537,QMobile Noir A15 3D,635,QMobile,$43809.61,3/19/2023,6/14/2024
208,Asus Z801,674,Asus,$65505.60,4/30/2023,9/23/2024
339,Nokia 7070 Prism,971,Nokia,$30790.66,7/24/2023,8/8/2024
411,Samsung Galaxy M21,400,Samsung,$25850.49,4/7/2023,4/9/2024
407,BLU Tank Xtreme Pro,98,BLU,$43171.91,2/2/2023,2/26/2024
385,Honor Watch ES,183,Honor,$10788.04,6/26/2023,1/2/2024
340,Siemens CX75,297,Siemens,$43127.28,1/18/2023,9/1/2024
214,alcatel 1T 10,907,alcatel,$36577.02,6/7/2023,10/12/2024
393,Sony Xperia Z,316,Sony,$12352.19,6/6/2023,11/25/2024
226,Posh Revel Pro X510,321,Posh,$50910.26,10/8/2023,4/17/2024
472,LG G Pad 5 10.1,718,LG,$37272.53,9/29/2023,6/15/2024
579,Celkon 2GB Xpress,812,Celkon,$36630.62,3/20/2023,5/8/2024
467,LG S367,412,LG,$50443.58,3/20/2023,8/9/2024
251,Nokia 4.2,882,Nokia,$54357.86,5/27/2023,6/27/2024
281,BlackBerry Z30,566,BlackBerry,$15264.95,5/19/2023,11/19/2024
258,VK Mobile VK520,880,VK,$26941.53,5/26/2023,5/16/2024
582,Philips F718,738,Philips,$14270.58,5/2/2023,9/20/2024
377,Haier M320+,911,Haier,$65870.77,1/29/2023,7/5/2024
542,Motorola M3188,641,Motorola,$42075.82,10/4/2023,5/2/2024
258,Acer Liquid Jade S,755,Acer,$44895.13,7/22/2023,5/2/2024
281,Gigabyte GSmart i350,748,Gigabyte,$10616.05,3/17/2023,11/10/2024
584,LG A290,634,LG,$41748.78,3/1/2023,2/29/2024
551,BlackBerry Volt,228,BlackBerry,$43072.35,1/30/2023,6/2/2024
533,QMobile Noir A120,406,QMobile,$19205.28,7/18/2023,12/18/2024
308,Samsung S3650W Corby,317,Samsung,$63806.68,9/18/2023,3/24/2024
478,Asus PadFone Infinity,847,Asus,$44127.81,1/9/2023,1/24/2024
499,ZTE Zmax,929,ZTE,$47927.80,9/22/2023,9/2/2024
237,Motorola cd930,722,Motorola,$60496.95,7/28/2023,5/12/2024
329,Acer Iconia Tab A3,875,Acer,$22845.30,4/9/2023,8/22/2024
458,Eten glofiish X500+,567,Eten,$35742.36,9/25/2023,6/29/2024
530,Motorola ME632,779,Motorola,$31863.76,6/20/2023,6/28/2024
256,Motorola ATRIX 4G,341,Motorola,$45312.66,8/25/2023,11/4/2024
275,Celkon C820,794,Celkon,$68494.84,4/2/2023,1/3/2024
287,HTC Touch Diamond2 CDMA,205,HTC,$28032.94,8/19/2023,11/4/2024
442,Allview X4 Soul Infinity Z,554,Allview,$50009.50,1/10/2023,5/16/2024
280,LG CP150,681,LG,$35431.07,1/18/2023,9/4/2024
444,Nokia 5800 XpressMusic,789,Nokia,$20752.99,3/29/2023,10/11/2024
240,Acer Liquid Z2,618,Acer,$41551.71,1/28/2023,6/11/2024
523,Motorola XT928,684,Motorola,$49923.60,4/24/2023,8/7/2024
346,Gionee Marathon M3,206,Gionee,$63568.61,6/28/2023,9/27/2024
377,Samsung A767 Propel,628,Samsung,$45970.01,3/2/2023,10/13/2024
377,Xiaomi Redmi 2 Prime,108,Xiaomi,$36071.83,7/5/2023,8/27/2024
211,alcatel OT-228,50,alcatel,$18646.97,3/15/2023,3/3/2024
391,Lenovo P90,546,Lenovo,$28762.27,5/2/2023,4/18/2024
293,Sagem MY 3078,864,Sagem,$58375.73,6/16/2023,10/17/2024
266,Philips M200,853,Philips,$67784.16,9/6/2023,2/6/2024
243,Gigabyte GSmart G1310,455,Gigabyte,$50860.72,1/20/2023,6/27/2024
581,Acer Liquid M320,718,Acer,$47858.70,6/14/2023,1/10/2024
280,Nokia E5,715,Nokia,$56207.45,9/16/2023,2/3/2024
446,Eten M600,26,Eten,$11661.09,8/4/2023,5/6/2024
482,LG KP265,575,LG,$30076.33,3/25/2023,12/21/2024
580,VK Mobile VK1020,750,VK,$67453.53,6/15/2023,8/30/2024
379,Samsung E1085T,707,Samsung,$26291.58,8/27/2023,4/12/2024
362,Siemens AP75,158,Siemens,$48452.61,9/5/2023,9/26/2024
261,Lenovo Golden Warrior Note 8,567,Lenovo,$40353.06,10/2/2023,5/30/2024
557,Samsung Xcover 271,123,Samsung,$31788.69,9/20/2023,3/13/2024
244,Sony Ericsson W380,811,Sony,$51331.80,4/8/2023,5/14/2024
427,Asus Zenfone 4 Max ZC554KL,822,Asus,$18600.38,5/24/2023,9/6/2024
287,VK Mobile VK540,330,VK,$14131.70,2/10/2023,7/4/2024
380,alcatel OT-E158,536,alcatel,$40791.09,8/8/2023,4/21/2024
271,Fujitsu Siemens T810,212,Fujitsu,$46078.80,1/29/2023,5/30/2024
410,Samsung Galaxy S6 (USA),221,Samsung,$32962.60,8/1/2023,9/9/2024
530,alcatel OT 332,712,alcatel,$31681.75,1/29/2023,8/19/2024
449,BLU Energy X Plus 2,935,BLU,$66143.75,1/2/2023,4/10/2024
427,Huawei Ascend Mate,915,Huawei,$63276.42,9/7/2023,5/30/2024
382,Nokia N97,99,Nokia,$46305.98,3/11/2023,4/8/2024
582,Xiaomi Redmi 5,773,Xiaomi,$66574.80,8/2/2023,10/2/2024
506,Nokia 1662,650,Nokia,$64271.20,8/11/2023,5/2/2024
245,Wiko Jerry,977,Wiko,$22138.64,8/30/2023,11/10/2024
260,BlackBerry 8700c,332,BlackBerry,$59661.20,5/6/2023,9/9/2024
527,Panasonic P55 Novo,969,Panasonic,$43294.79,6/21/2023,10/2/2024
339,Motorola E1060,827,Motorola,$43063.15,10/1/2023,1/26/2024
485,BLU Life One M,616,BLU,$42941.62,1/17/2023,4/6/2024
528,Samsung N500,115,Samsung,$58975.55,2/16/2023,8/21/2024
437,Yezz Epic T7,234,Yezz,$30920.04,8/31/2023,2/13/2024
242,Infinix Hot 6,113,Infinix,$29159.97,3/21/2023,3/31/2024
324,BLU C5 LTE,82,BLU,$10098.37,6/23/2023,10/24/2024
488,LG W30,687,LG,$40371.30,6/27/2023,2/16/2024
431,alcatel OT-902,317,alcatel,$57700.26,7/14/2023,4/12/2024
509,BlackBerry 9720,287,BlackBerry,$25742.22,8/21/2023,3/13/2024
432,Telit t110,97,Telit,$67969.73,6/8/2023,11/30/2024
322,LG KP502 Cookie,664,LG,$20527.82,2/10/2023,6/27/2024
426,Plum Flipper (2018),937,Plum,$33014.79,8/24/2023,11/20/2024
537,Nokia 5235 Comes With Music,231,Nokia,$66923.30,7/30/2023,7/30/2024
243,alcatel OT-813D,846,alcatel,$50748.74,4/18/2023,12/26/2024
219,HTC P3600i,735,HTC,$61422.56,4/14/2023,11/24/2024
382,Philips S220,217,Philips,$19519.67,2/23/2023,9/5/2024
322,Icemobile Sol III,297,Icemobile,$64610.13,10/11/2023,4/7/2024
216,Motorola DROID RAZR MAXX HD,631,Motorola,$20407.35,1/14/2023,8/5/2024
427,Nokia 5530 XpressMusic,778,Nokia,$32474.05,4/18/2023,5/18/2024
575,Toshiba G710,21,Toshiba,$33952.73,8/12/2023,9/4/2024
326,LG Optimus LTE SU640,134,LG,$32045.15,3/1/2023,1/8/2024
233,Microsoft Surface 2,394,Microsoft,$44074.35,7/6/2023,9/14/2024
266,verykool SL5560 Maverick Pro,702,verykool,$61529.33,2/13/2023,4/23/2024
430,Coolpad Roar,935,Coolpad,$60131.90,1/3/2023,5/16/2024
421,Philips D613,727,Philips,$60252.06,1/9/2023,1/25/2024
498,Samsung C300,255,Samsung,$24910.00,3/8/2023,6/16/2024
209,Haier Z300,744,Haier,$32096.35,10/10/2023,7/7/2024
428,NEC DB4000,812,NEC,$20604.74,1/2/2023,10/10/2024
571,Prestigio MultiPad 2 Prime Duo 8.0,493,Prestigio,$35118.20,7/29/2023,2/24/2024
516,Siemens A51,788,Siemens,$45175.35,9/5/2023,10/18/2024
431,Samsung Galaxy S II Skyrocket HD I757,86,Samsung,$20868.72,4/16/2023,5/18/2024
535,Samsung X480,197,Samsung,$62265.35,8/11/2023,2/3/2024
546,Prestigio MultiPad 4 Ultra Quad 8.0 3G,648,Prestigio,$42524.98,8/17/2023,4/21/2024
452,Sagem MC 912,507,Sagem,$48269.23,1/27/2023,11/8/2024
246,Motorola C205,931,Motorola,$15355.96,7/28/2023,11/26/2024
459,Samsung Galaxy S20,62,Samsung,$40765.89,2/25/2023,1/1/2024
461,LG Mach LS860,399,LG,$47615.11,9/24/2023,4/2/2024
456,Celkon CT 1,480,Celkon,$37671.99,5/4/2023,9/16/2024
596,Huawei nova 7 5G,83,Huawei,$39532.94,1/23/2023,11/22/2024
583,HTC Rhyme CDMA,35,HTC,$63797.19,8/24/2023,11/13/2024
385,Blackview A7 Pro,234,Blackview,$20891.48,9/20/2023,3/5/2024
362,Samsung Galaxy Note 4 Duos,408,Samsung,$33407.11,5/10/2023,12/22/2024
538,Motorola Fire,327,Motorola,$59723.25,7/17/2023,8/20/2024
349,Huawei Y7 Pro (2019),780,Huawei,$68363.65,6/6/2023,8/18/2024
312,Motorola V360,208,Motorola,$17304.17,2/16/2023,2/14/2024
499,Gionee Marathon M5 enjoy,213,Gionee,$54875.54,8/25/2023,10/12/2024
248,LG C2200,323,LG,$66381.86,4/17/2023,2/23/2024
595,Prestigio MultiPhone 5400 Duo,3,Prestigio,$59220.24,3/22/2023,3/18/2024
304,Micromax Bolt S302,309,Micromax,$65510.21,7/30/2023,10/4/2024
419,OnePlus 5,242,OnePlus,$45474.78,4/10/2023,10/20/2024
565,Asus V66,472,Asus,$48256.77,2/25/2023,2/14/2024
510,Amazon Fire HD 7,467,Amazon,$57973.09,7/7/2023,10/27/2024
337,Samsung A200,484,Samsung,$64683.72,9/21/2023,1/4/2024
462,i-mobile TV550 Touch,489,i-mobile,$43475.80,1/18/2023,3/18/2024
234,Micromax Unite 4 plus,490,Micromax,$50267.60,7/14/2023,7/17/2024
572,vivo S7e,957,vivo,$63342.92,4/9/2023,8/23/2024
360,alcatel Idol Alpha,773,alcatel,$64216.16,1/19/2023,3/21/2024
287,Acer Liquid Jade,593,Acer,$16975.38,3/31/2023,2/16/2024
537,Lava A76,695,Lava,$47371.66,3/16/2023,12/24/2024
550,Gigabyte GSmart G1317 Rola,914,Gigabyte,$14833.10,5/30/2023,10/16/2024
353,Lava Iris X1 Grand,262,Lava,$23548.72,6/25/2023,5/8/2024
347,Modu Sport jacket,740,Modu,$24948.38,3/9/2023,10/9/2024
501,Micromax Canvas Nitro 3 E352,753,Micromax,$21883.57,5/28/2023,8/17/2024
480,LG F2400,230,LG,$58906.63,4/1/2023,10/30/2024
500,HP Pre 3 CDMA,882,HP,$64824.63,5/6/2023,12/26/2024
540,LG Optimus Big LU6800,762,LG,$30020.97,5/16/2023,9/10/2024
364,Plum Stubby,423,Plum,$40697.65,5/6/2023,11/25/2024
598,NIU Niutek 3.5D,572,NIU,$31500.56,2/19/2023,3/9/2024
375,Huawei MediaPad M6 8.4,457,Huawei,$62944.64,9/2/2023,5/21/2024
486,LG KF305,467,LG,$10475.46,9/7/2023,6/1/2024
361,LG L3100,860,LG,$50362.97,2/18/2023,1/28/2024
442,HTC A12,780,HTC,$43937.59,1/3/2023,6/28/2024
361,Samsung M3510 Beat b,998,Samsung,$50168.20,4/15/2023,5/29/2024
221,Motorola V560,774,Motorola,$69833.19,4/23/2023,8/1/2024
